run_timestamp,booking_type,outbound_date,outbound_from,outbound_to,outbound_departure,outbound_arrival,outbound_duration_min,return_date,return_from,return_to,return_departure,return_arrival,return_duration_min,price,airlines
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YYZ,21:20,22:56,96,2026-11-13,YTZ,YUL,,,,585,Air Canada
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YYZ,17:10,18:55,105,2026-11-13,YTZ,YUL,,,,996,Air Canada
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,19:55,21:20,85,2026-11-13,YYZ,YUL,,,,432,Porter Airlines
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,20:10,21:36,86,2026-11-13,YYZ,YUL,,,,432,Air Canada
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,18:30,19:56,86,2026-11-13,YYZ,YUL,,,,572,Air Canada
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,19:55,21:20,85,2026-11-13,YTZ,YUL,,,,432,Porter Airlines
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,20:10,21:36,86,2026-11-13,YTZ,YUL,,,,432,Air Canada
2026-09-13T16:40:35,roundtrip,2026-11-12,YUL,YTZ,18:30,19:56,86,2026-11-13,YTZ,YUL,,,,572,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,17:10,18:55,105,,,,,,,214,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,20:00,21:35,95,,,,,,,214,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,21:20,22:56,96,,,,,,,214,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,17:25,19:00,95,,,,,,,294,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,23:00,00:25,85,,,,,,,294,Air Transat
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,18:10,19:46,96,,,,,,,300,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YYZ,19:10,20:50,100,,,,,,,324,Air Canada
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YTZ,19:55,21:20,85,,,,,,,294,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2026-12-17,YUL,YTZ,18:30,19:56,86,,,,,,,363,Air Canada
2026-09-13T16:40:35,separate_return,,,,,,,2026-12-18,YYZ,YUL,06:20,07:50,90,210,Air Canada
2026-09-13T16:40:35,separate_return,,,,,,,2026-12-18,YTZ,YUL,14:45,16:00,75,441,Porter Airlines
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YTZ,19:55,21:20,85,2026-12-18,YTZ,YUL,,,,701,Porter Airlines
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YTZ,18:30,19:56,86,2026-12-18,YTZ,YUL,,,,776,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,17:10,18:55,105,2026-12-18,YTZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,20:00,21:35,95,2026-12-18,YTZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,21:20,22:56,96,2026-12-18,YTZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,20:00,21:40,100,2026-12-18,YTZ,YUL,,,,472,WestJet
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,18:10,19:46,96,2026-12-18,YTZ,YUL,,,,513,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,17:10,18:55,105,2026-12-18,YYZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,20:00,21:35,95,2026-12-18,YYZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,21:20,22:56,96,2026-12-18,YYZ,YUL,,,,426,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,20:00,21:40,100,2026-12-18,YYZ,YUL,,,,472,WestJet
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YYZ,18:10,19:46,96,2026-12-18,YYZ,YUL,,,,513,Air Canada
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YTZ,19:55,21:20,85,2026-12-18,YYZ,YUL,,,,701,Porter Airlines
2026-09-13T16:40:35,roundtrip,2026-12-17,YUL,YTZ,18:30,19:56,86,2026-12-18,YYZ,YUL,,,,776,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,17:10,18:55,105,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,17:25,19:00,95,,,,,,,168,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,20:00,21:35,95,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,20:00,21:40,100,,,,,,,168,WestJet
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,21:20,22:56,96,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,22:30,00:06,96,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,23:00,00:25,85,,,,,,,168,Air Transat
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,18:10,19:50,100,,,,,,,316,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YYZ,19:10,20:50,100,,,,,,,400,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YTZ,18:30,19:56,86,,,,,,,242,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-07,YUL,YTZ,19:55,21:20,85,,,,,,,242,Porter Airlines
2026-09-13T16:40:35,separate_return,,,,,,,2027-01-08,YYZ,YUL,06:20,07:50,90,165,Air Canada
2026-09-13T16:40:35,separate_return,,,,,,,2027-01-08,YTZ,YUL,10:40,11:55,75,226,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,17:10,18:55,105,2027-01-08,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,17:25,19:00,95,2027-01-08,YYZ,YUL,,,,334,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,20:00,21:35,95,2027-01-08,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,20:00,21:40,100,2027-01-08,YYZ,YUL,,,,334,WestJet
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,21:20,22:56,96,2027-01-08,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YTZ,18:30,19:56,86,2027-01-08,YYZ,YUL,,,,471,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YTZ,19:55,21:20,85,2027-01-08,YYZ,YUL,,,,471,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,17:10,18:55,105,2027-01-08,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,17:25,19:00,95,2027-01-08,YTZ,YUL,,,,334,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,20:00,21:35,95,2027-01-08,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,20:00,21:40,100,2027-01-08,YTZ,YUL,,,,334,WestJet
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YYZ,21:20,22:56,96,2027-01-08,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YTZ,18:30,19:56,86,2027-01-08,YTZ,YUL,,,,471,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-07,YUL,YTZ,19:55,21:20,85,2027-01-08,YTZ,YUL,,,,471,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,17:10,18:55,105,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,17:25,19:00,95,,,,,,,168,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,20:00,21:35,95,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,20:00,21:40,100,,,,,,,168,WestJet
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,21:20,22:56,96,,,,,,,168,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,23:00,00:25,85,,,,,,,168,Air Transat
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,19:10,20:50,100,,,,,,,443,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YYZ,18:10,19:50,100,,,,,,,676,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YTZ,18:30,19:56,86,,,,,,,242,Air Canada
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YTZ,19:55,21:20,85,,,,,,,242,Porter Airlines
2026-09-13T16:40:35,separate_outbound,2027-01-14,YUL,YTZ,20:10,21:36,86,,,,,,,242,Air Canada
2026-09-13T16:40:35,separate_return,,,,,,,2027-01-15,YYZ,YUL,06:20,07:50,90,165,Air Canada
2026-09-13T16:40:35,separate_return,,,,,,,2027-01-15,YTZ,YUL,06:45,08:01,76,226,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,17:10,18:55,105,2027-01-15,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,17:25,19:00,95,2027-01-15,YYZ,YUL,,,,334,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,20:00,21:35,95,2027-01-15,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,20:00,21:40,100,2027-01-15,YYZ,YUL,,,,334,WestJet
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,21:20,22:56,96,2027-01-15,YYZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,17:10,18:55,105,2027-01-15,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,17:25,19:00,95,2027-01-15,YTZ,YUL,,,,334,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,20:00,21:35,95,2027-01-15,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,20:00,21:40,100,2027-01-15,YTZ,YUL,,,,334,WestJet
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YYZ,21:20,22:56,96,2027-01-15,YTZ,YUL,,,,334,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,18:30,19:56,86,2027-01-15,YTZ,YUL,,,,471,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,19:55,21:20,85,2027-01-15,YTZ,YUL,,,,471,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,20:10,21:36,86,2027-01-15,YTZ,YUL,,,,471,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,18:30,19:56,86,2027-01-15,YYZ,YUL,,,,471,Air Canada
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,19:55,21:20,85,2027-01-15,YYZ,YUL,,,,471,Porter Airlines
2026-09-13T16:40:35,roundtrip,2027-01-14,YUL,YTZ,20:10,21:36,86,2027-01-15,YYZ,YUL,,,,471,Air Canada
